Category,Client Name,Trade Name 1,Trade Name 2,Trade Name 3,Trade Name 4
RESTAURANT & BAR OPERATION,"Russell, Janet",Round Da Corner Bar & Restaurant,,,
RESTAURANT & BAR OPERATION,Laroc Holdings Ltd.,Laroc Bar & Grille,,,
RESTAURANT & BAR OPERATION,WDS Discovery Ltd.,,,,
RESTAURANT & BAR OPERATION,"Ferguson, Necko & Ferguson, Jermaine Stephen",Top Notch Bar And Restaurant,,,
RESTAURANT & BAR OPERATION,"Thomas, Joycelyn",Yard Vybz,,,
RESTAURANT & BAR OPERATION,"Duncombe, Clayvon",House Of Phire Eatery,,,
RESTAURANT & BAR OPERATION,"Solomon-Dure, Kenesha",The Front Page Restaurant & Bar,,,
RESTAURANT & BAR OPERATION,"Jerk Pitt Limited, The",,,,
RESTAURANT & BAR OPERATION,European Restaurant Limited,,,,
RESTAURANT & BAR OPERATION,Geltex Trading Corporation Limited,,,,
RESTAURANT & BAR OPERATION,Windmill Investments Limited,,,,
RESTAURANT & BAR OPERATION,"China Emperor Limited, The",,,,
RESTAURANT & BAR OPERATION,"Rolle Jr., Lloyd",BRL Investments,,,
RESTAURANT & BAR OPERATION,Arena Company Limited,"Arena Restaurant And Bar, The",,,
RESTAURANT & BAR OPERATION,Edward J. Foster Limited,,,,
RESTAURANT & BAR OPERATION,Edward J. Foster Limited,Little Tokyo,,,
RESTAURANT & BAR OPERATION,Bomer Limited,,,,
RESTAURANT & BAR OPERATION,Freeport Bahamas Adventures Ltd.,,,,
RESTAURANT & BAR OPERATION,"Miller, Lorine C. & Porter, Drexel J.",Andros Garden Bar,,,
RESTAURANT & BAR OPERATION,"Strachan, David and Strachan, Gregory",Big Brother's Sports Bar & Grill,,,
RESTAURANT & BAR OPERATION,"Ward, Joseph",Upscale Lounge,,,
RESTAURANT & BAR OPERATION,La Keesta Investments Co. Ltd.,Grand Papa's Cafe,,,
RESTAURANT & BAR OPERATION,Blend Company Limited,Zorba's Express,,,
RESTAURANT & BAR OPERATION,"Alfonso, Hazel L.",El Capricorn Cafe,,,
RESTAURANT & BAR OPERATION,Fish in Flight (Bahamas) Limited,Flying Fish Restaurant,,,
RESTAURANT & BAR OPERATION,PBF Company Limited,,,,
RESTAURANT & BAR OPERATION,"Bahamas Parks, Gardens and Recreations Limited",,,,
RESTAURANT & BAR OPERATION,Gourmet Kitchen Company Limited,,,,
RESTAURANT & BAR OPERATION,Lucaya Latin Co. Ltd.,Agave Lucaya,,,
RESTAURANT & BAR OPERATION,"Jones, Anita Samantha & Jones, Charles T.",Hot Shots Bar & Restaurant,,,
RESTAURANT & BAR OPERATION,"Neymour, Michael Jr. and Albury, Roosevelt S.",Pool Room The,,,
RESTAURANT & BAR OPERATION,"Williams, Domonique & Williams, Dashville",Airport Snack Bar,,,
RESTAURANT & BAR OPERATION,Abaco Springs Limited,Junkanoo Beach Club,,,
RESTAURANT & BAR OPERATION,"Ward, Dudley Headley and Ward, Mary Ann",,,,
RESTAURANT & BAR OPERATION,Bahamian Brewery & Beverage Company Limited,,,,
RESTAURANT & BAR OPERATION,Kalypzo Holdings Limited,Kalypzo Restaurant & Bar,,,
RESTAURANT & BAR OPERATION,"Maycock, Aniska",Never Sober Sports Bar,,,
RESTAURANT & BAR OPERATION,Madkap Limited,,,,
RESTAURANT & BAR OPERATION,Western Air Limited,,,,
RESTAURANT & BAR OPERATION,"Talbot-Etienne, Nakaya",Delectables By Chef Nakaya,,,
RESTAURANT & BAR OPERATION,Javae Enterprises Limited,Sire's,,,
RESTAURANT & BAR OPERATION,Mykanos Restaurants Limited,Le Med Mediterranian Restaurant,,,
RESTAURANT & BAR OPERATION,"Edgecombe, Ervin",Coconuts Bar & Grill,,,
RESTAURANT & BAR OPERATION,Rhumer Dhalray Investments Ltd.,Chances Cocktail Lounge,,,
RESTAURANT & BAR OPERATION,Rhumer Dhalray Investments Ltd.,D'Shack Take Away,,,
RESTAURANT & BAR OPERATION,Stoned Crab Restaurant Limited The,,,,
RESTAURANT & BAR OPERATION,Palm Avenue Investment Ltd.,Dolphin Club House,,,
ROAD CONSTRUCTION,BHM (GB) Ltd.,,,,
ROAD CONSTRUCTION,Ashfield Investments Limited,,,,
ROAD CONSTRUCTION,Waugh Construction (Bahamas) Limited,,,,
ROAD CONSTRUCTION,"Freeport Construction Company, Limited",,,,
ROAD CONSTRUCTION,Sanitation Services Company Limited,,,,
ROAD CONSTRUCTION,City Services Limited,,,,
ROAD CONSTRUCTION,Smith Construction Company Limited,,,,
ROAD CONSTRUCTION,"Pratt, Daron",,,,
ROOFING SUPPLY - SALES,Appliance Service Limited,,,,
ROOFING SUPPLY - SALES,Halt Industries Limited,,,,
ROOFING SUPPLY - SALES,Seashore Development & Distribution Company Ltd.,,,,
SAFETY SUPPLY - SALES,Global Tech Systems Ltd.,,,,
SAFETY SUPPLY - SALES,"Newbold, Troy",OZONE FIRE & SAFETY,,,
SAFETY SUPPLY - SALES,Universal Systems & Security Services Ltd.,,,,
SAFETY SUPPLY - SALES,Pineyard Steel Fabricating & Construction Co. Ltd.,,,,
SAFETY SUPPLY - SALES,Black and Blacks Company Limited,,,,
SAFETY SUPPLY - SALES,Freeport Gases Limited,,,,
SAFETY SUPPLY - SALES,Safety 1st Supplies & Equipment Ltd.,,,,
SAFETY SUPPLY - SALES,"Ariscar, Elie & Ariscar, Lesa",New Era Fire & Safety Equipment,,,
SAFETY SUPPLY - SALES,ETP Industrial Supplies & Signs Limited,,,,
SAFETY SUPPLY - SALES,Verified Services Bahamas Limited,,,,
SAFETY SUPPLY - SALES,Grand Bahama Industrial Supplies & Gases Limited,,,,
SAFETY SUPPLY - SALES,ETP Industrial Outfitters Limited,,,,
SANITARY ENGINEER,"Morgan, Delroy Anthony",Morgan's Pumping,,,
SANITARY ENGINEER,BHM (GB) Ltd.,,,,
SANITARY ENGINEER,"Russell, Marvin",MFR Drilling,,,
SANITARY ENGINEER,MediWaste Bahamas Ltd.,,,,
SANITARY ENGINEER,"Williams, Kemuel and Williams, Audrey",,,,
SANITARY ENGINEER,"Benson, Frederick and Benson, Frederick Jr.",PSI Hauling & Pumping,,,
SANITARY ENGINEER,"Bahamas Sanitary Engineering, Limited",,,,
SANITARY ENGINEER,"Pinder, Adsil Sharrand & Springer, Hazel",,,,
SANITARY ENGINEER,Jervis Pumping and Hauling Service Limited,,,,
SANITARY ENGINEER,H & C Industries Limited,,,,
SANITARY ENGINEER,Ashfield Investments Limited,,,,
SANITARY ENGINEER,"Feaster, Mario Paul & Panther-Feaster, Patrice Sheryl",On-Time Pumping & Maintenance,,,
SANITARY SYSTEMS - INSTALLATION,B & B Galaxy Waste Management Co. Ltd.,,,,
SANITARY SYSTEMS - INSTALLATION,Jervis Pumping and Hauling Service Limited,,,,
SANITARY SYSTEMS - INSTALLATION,Rentokil Initial Bahamas Limited,,,,
SANITARY SYSTEMS - INSTALLATION,Gold Rock Corp. Ltd.,,,,
SANITATION - EQUIPMENT MAN.& SALE,Rentokil Initial Bahamas Limited,,,,
SANITATION - EQUIPMENT MAN.& SALE,Jervis Pumping and Hauling Service Limited,,,,
SANITATION - EQUIPMENT MAN.& SALE,"Bowles, Frederick",Air Repair,,,
SANITATION - EQUIPMENT MAN.& SALE,"Ingraham, Xavier and Ingraham, Rashema",GB Envirobins,,,
SANITATION - EQUIPMENT RENTAL,B & B Galaxy Waste Management Co. Ltd.,,,,
SANITATION - SEWERAGE & GARGABE DISPOSAL,Sanitation Services Company Limited,,,,
SCHOOL SUPPLY - SALES,"Gibson, Joyce, Sands, Janessa & Missick, Jonathan",,,,
SCHOOL SUPPLY - SALES,"Gray, Bernadette Suzette",,,,
SCHOOL SUPPLY - SALES,"Barrett, Tanisha D.",,,,
SEAFOOD - EXPORT SALES,"Deleveaux, Vernal, Jr.",,,,
SEAFOOD - EXPORT SALES,"Fox, Lionel",,,,
SEAFOOD - EXPORT SALES,"Armaly, Anjoun",,,,
SEAFOOD - EXPORT SALES,G & L Seafood Company Limited,,,,
SEAFOOD - EXPORT SALES,Clearblue Waters Seafood Company Ltd.,,,,
SEAFOOD - EXPORT SALES,"Lightbourne, Remorn Seafood (Grand Bahama) Limited",,,,
SEAFOOD - PREPARED,"Dorsett, Anthony",Dorsett Conch Experience,,,
SEAFOOD - PREPARED,"Lewis, Justin",Boy Lewis Conch Stand (Sweet Licks),,,
SEAFOOD - PREPARED,"Thomas, Samantha",Island Galz Conch Stand,,,
SEAFOOD - PREPARED,"Francis, Mike",Just Conch,,,
SEAFOOD - PREPARED,"Hanna, Roosevelt",DQ Conch and Grill,,,
SEAFOOD - PREPARED,"Lewis, Julius Steven",Doc's Conch Stand,,,
SEAFOOD - PROCESSING,"Fox, Lionel",Fox Fisheries,,,
SEAFOOD - PROCESSING,"Deleveaux, Vernal, Jr.",M & A Seafood,,,
SEAFOOD - PROCESSING,Clearblue Waters Seafood Company Ltd.,,,,
SEAFOOD - PROCESSING,"Lightbourne, Remorn Seafood (Grand Bahama) Limited",,,,
SEAFOOD - PROCESSING,G & L Seafood Company Limited,,,,
SEAFOOD - SALES,G & L Seafood Company Limited,,,,
SEAFOOD - SALES,Bain's Fisheries Limited,,,,
SEAFOOD - SALES,"Lightbourne, Remorn Seafood (Grand Bahama) Limited",,,,
SEAFOOD - SALES,Clearblue Waters Seafood Company Ltd.,,,,
SEAFOOD - SALES,"Deleveaux, Vernal, Jr.",,,,
SEAFOOD - SALES,"Davis, Ricardo J.",Ivory Seafood,,,
SEAFOOD - SALES,"Fox, Lionel",,,,
SEAFOOD - SALES,"Armaly, Anjoun",ARMA Import/Export,,,
SEAFOOD - SALES,Grand Bahama Food Company Limited,,,,
SEAFOOD - SALES,"Armbrister, George",Garnet's Seafood,,,
SEAFOOD - SALES,"Rahming, Lathora D.",L & Z Conch Stand,,,
SEAFOOD - SALES,"Armbrister, George",Chum Bucket,,,
SEAFOOD - SALES,"Thompson, Jason R.",,,,
SECRETARIAL SERVICES,"Swain, Karenda",,,,
SECRETARIAL SERVICES,"Sweeting, Jamal and Sands, Glendia",,,,
SECRETARIAL SERVICES,"Seymour, Ceva Mae",,,,
SECRETARIAL SERVICES,"Barbes, Ida and Telfort, Nickea",,,,
SECRETARIAL SERVICES,"Smith, Shaddia Veronica",,,,
SECRETARIAL SERVICES,"Been, Andea",Vanguard Services,,,
SECRETARIAL SERVICES,"Sweeting, Jamal M. & Sweeting, Glendia T. R.",,,,
SECRETARIAL SERVICES,"Stuart, Nannette Shanta",,,,
SECRETARIAL SERVICES,"Hall-Glinton, Selina",Professionowl Solutions,,,
SECRETARIAL SERVICES,"McIntosh, Atyia","Missing Link Enterprises/Tim Services, The",,,
SECRETARIAL SERVICES,"Gibson, Roneko L. & Gibson, Ruis B.",,,,
SECRETARIAL SERVICES,"Sears, Katina",Global Answer,,,
SECRETARIAL SERVICES,"Missick-Rolle, Nancy",,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,Candid Security Ltd.,,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,Simmons Security & Investigations Ltd.,,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,Universal Systems & Security Services Ltd.,,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,Security Services (Bahamas) Limited,,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,"Brown, Patrick",,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,"Ferguson, Richard Anthony",,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,Open Eyes Security Firm Limited,,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,"Wilson, Steve Patrick",,,,
SECURITY - INVESTIGATION SURVEILLACE SERVICES,Bahamas Maritime Connexion Limited,,,,
SECURITY ACCESS SYSTEMS - INSTALLATION,Integrated Security Solutions Ltd.,,,,
SECURITY ACCESS SYSTEMS - INSTALLATION,"Gibson, Richard Carl",,,,
SECURITY ACCESS SYSTEMS - INSTALLATION,Migrafill Investments Limited,,,,
SECURITY ACCESS SYSTEMS - INSTALLATION,Security and Sounds Limited,,,,
SECURITY ACCESS SYSTEMS - INSTALLATION,International Life Safety & Security Ltd.,,,,
SECURITY ACCESS SYSTEMS - INSTALLATION,JJCDL Ltd.,,,,
SECURITY ACCESS SYSTEMS - INSTALLATION,"Kemp, Blanton",,,,
SECURITY ACCESS SYSTEMS - INSTALLATION,"Ingraham, Allan F.",,,,
SECURITY EQUIPMENT - SALES,"Newton, Roland & Newton, Samra Zonicle-",,,,
SECURITY EQUIPMENT - SALES,Bellevue Business Depot Ltd.,,,,
SECURITY EQUIPMENT - SALES,"Gibson, Richard Carl",,,,
SECURITY EQUIPMENT - SALES,Integrated Security Solutions Ltd.,,,,
SECURITY SERVICE OPERATION,Bahamas Maritime Connexion Limited,,,,
SECURITY SERVICE OPERATION,Wemco Security & Collections Ltd.,,,,
SECURITY SERVICE OPERATION,"Lowe, Ryan",Global Tech Security Systems,,,
SECURITY SERVICE OPERATION,VxL Ltd.,,,,
SECURITY SERVICE OPERATION,Ship Mate Ltd.,,,,
SECURITY SERVICE OPERATION,I.C.S. of The Bahamas Co. Ltd.,,,,
SECURITY SERVICE OPERATION,"Newton, Roland & Newton, Samra Zonicle-",Preventative Services,,,
SECURITY SERVICE OPERATION,"Brown, Patrick",P & P Security Services,,,
SECURITY SERVICE OPERATION,"Wilson, Steve Patrick",Strong Arm Security,,,
SECURITY SERVICE OPERATION,Open Eyes Security Firm Limited,,,,
SECURITY SERVICE OPERATION,"Ferguson, Richard Anthony",National Coverage Security,,,
SECURITY SERVICE OPERATION,"Ambrister, Philip",Essential Security Solutions,,,
SECURITY SERVICE OPERATION,Palm Security (1998) Limited,,,,
SECURITY SERVICE OPERATION,Candid Security Ltd.,,,,
SECURITY SERVICE OPERATION,Universal Systems & Security Services Ltd.,,,,
SECURITY SERVICE OPERATION,Simmons Security & Investigations Ltd.,,,,
SECURITY SERVICE OPERATION,Migrafill Investments Limited,,,,
SECURITY SERVICE OPERATION,Security Services (Bahamas) Limited,,,,
SERVICE COMPANY OPERATION,Bahamia Service Company Limited,,,,
SERVICE STATION - OPERATION,Municipal Motors Limited,,,,
SERVICE STATION - OPERATION,Transit Enterprises (1983) Limited,,,,
SERVICE STATION - OPERATION,Hawksbill Service Centre Limited,,,,
SERVICE STATION - OPERATION,Grand Sun Investments Limited,,,,
SERVICE STATION - OPERATION,Grand Sun Investments Limited,,,,
SERVICE STATION - OPERATION,Grand Sun Investments Limited,,,,
SERVICE STATION - OPERATION,Grand Sun Investments Limited,,,,
SERVICE STATION - OPERATION,Boulevard Services Limited,,,,
SERVICE STATION - OPERATION,Freeport Taxi Company Limited,,,,
SERVICE STATION - OPERATION,Freeport Jet Wash & Auto-Mart Limited,,,,
SERVICE STATION - OPERATION,Freeport Oil Company Limited,,,,
SERVICE STATION - OPERATION,Five Palms Service Station Ltd.,,,,
SERVICE STATION - OPERATION,Ramses Energy Partners Ltd.,Petro Express,,,
SEWING MACHINE - REPAIR/SERVICE,Fabric Design Centre Limited,,,,
SHARED OFFICE COMPLEX,Click To Collect Company Ltd.,,,,
SHARED OFFICE COMPLEX,Good Friends Holdings Limited,,,,
SHARED OFFICE COMPLEX,"Rose, Deidre Patrice",,,,
SHARED OFFICE COMPLEX,"Deveaux, Steve Gordon",Deveauxboy,,,
SHARED OFFICE COMPLEX,"Campbell, Jasmin Rashera",Ixora Investment Management & Marketing,,,
SHARED OFFICE COMPLEX,Lex Bahamas Corporate Services Ltd.,,,,
SHARED OFFICE COMPLEX,"Sweeting, Jamal M. & Sweeting, Glendia T. R.",The Grand Bahama Entrepreneurial Centre,,,
SHARED OFFICE COMPLEX,"Ferguson, Renio A.",Bay View At Bell Channel,,,
SHARED OFFICE COMPLEX,Immerse Bahamas Co. Ltd.,Immerse Caribbean,Immerse Global,,
SHARED OFFICE COMPLEX,"Sweeting, Jamal and Sands, Glendia",Sweeting Administrative Advisors & Copy Centre,,,
SHARED OFFICE COMPLEX,Apex International Marketing Co. Ltd.,,,,
SHARED OFFICE COMPLEX,"Visionary Business Consultants, Ltd.",,,,
SHEET METAL CONTRACTOR,G.B. Insulators Ltd.,,,,
SHEET METAL CONTRACTOR,"Grand Bahama Construction Company, Limited",,,,
SHIP YARD,"Bahama Shipyards, Limited",,,,
SHIP YARD,Grand Bahama Shipyard Ltd.,,,,
SHIPPING - AIRCRAFT AGENTS,Freeport Ship Services Limited,,,,
SHIPPING - AIRCRAFT AGENTS,Expert Customs Broking Limited,,,,
SHIPPING - AIRCRAFT AGENTS,Avmar Services Ltd.,,,,
SHIPPING - AIRCRAFT AGENTS,Our Island Maritime Services Ltd.,,,,
SHIPPING - BARGE OPERATION,Svitzer Bahamas Ltd.,,,,
SHIPPING - BARGE OPERATION,Borco Towing Company Limited,,,,
SHIPPING - BUNKER OPERATION,Freeport Oil Company Limited,,,,
SHIPPING - BUNKER OPERATION,Svitzer Bahamas Ltd.,,,,
SHIPPING - BUNKER OPERATION,Grand Bahama Shipyard Ltd.,,,,
SHIPPING - BUNKER OPERATION,Buckeye Bahamas Hub Limited,,,,
SHIPPING - CATALOGUE SALES & SERVICE,"Stubbs, Barbara Georgette & Drummond, Coutreznie Bernadia",,,,
SHIPPING - CATALOGUE SALES & SERVICE,"Pratt-Rutherford, Monique",,,,
SHIPPING - CATALOGUE SALES & SERVICE,"Ward, Joseph V.",,,,
SHIPPING - CHANDLERY,Anchorage 390 Ltd.,,,,
SHIPPING - CHANDLERY,Kairos Maritime Services Ltd.,,,,
SHIPPING - CHANDLERY,Executive Marine Management Limited,,,,
SHIPPING - CHANDLERY,Clear Blue Maritime Agency Ltd.,,,,
SHIPPING - CHANDLERY,Elnet Maritime Limited,,,,
SHIPPING - CHANDLERY,Our Island Maritime Services Ltd.,,,,
SHIPPING - CHANDLERY,5 Star Shipping Company Limited,,,,
SHIPPING - CHANDLERY,International Shipping Agency Ltd.,,,,
SHIPPING - CHANDLERY,North Star Shipping Company Limited,,,,
SHIPPING - CHANDLERY,Expert Customs Broking Limited,,,,
SHIPPING - CHANDLERY,Lucaya Shipping & Trading Company Ltd.,,,,
SHIPPING - CHANDLERY,General Shipping Trading & Storage Company Limited,,,,
SHIPPING - CHANDLERY,Darvikson Limited,,,,
SHIPPING - CHANDLERY,Fowlco Ltd.,,,,
SHIPPING - CHANDLERY,Russmill (Bahamas) Limited,,,,
SHIPPING - CHANDLERY,24/7 Maritime Company Limited,,,,
SHIPPING - CHANDLERY,Nasa Maritime Group Limited,,,,
SHIPPING - CHANDLERY,Integrated Maritime Solutions Co. Ltd.,,,,
SHIPPING - COMMERCIAL DIVING,Harbour Launch Services Limited,,,,
SHIPPING - CONSULTANT,"Wallace, Sydnee",,,,
SHIPPING - CONTAINER PORT,Freeport Container Port Limited,,,,
SHIPPING - COURIER SERVICE,Professional Brokers Agency Limited,,,,
SHIPPING - COURIER SERVICE,North Star Shipping Company Limited,,,,
SHIPPING - COURIER SERVICE,"Wallace, Drexel and Wallace, Donnette",,,,
SHIPPING - COURIER SERVICE,DHL (Bahamas) Ltd.,,,,
SHIPPING - COURIER SERVICE,"McIntosh, Samuel Alfred",Mac's Shipping,,,
SHIPPING - COURIER SERVICE,"Black, Frederick N.",,,,
SHIPPING - COURIER SERVICE,Click To Collect Company Ltd.,,,,
SHIPPING - COURIER SERVICE,ZZZ Imports Ltd.,,,,
SHIPPING - COURIER SERVICE,"Cornish, Renita Williamania",,,,
SHIPPING - COURIER SERVICE,G.W.S. Worldwide Express Limited,,,,
SHIPPING - COURIER SERVICE,"Missick, Michelle Amber and Missick, Jerrad Jerome Michael",Secure Shipping,,,
SHIPPING - COURIER SERVICE,"Smith, D'Sean O. & Burrows, Jensen D.",Compass Couriers,,,
SHIPPING - COURIER SERVICE,"Williams, Richard Alexander",Fast Choice Import/Export,,,
SHIPPING - COURIER SERVICE,"Russell, Hubert Lawrence",H & L Express,,,
SHIPPING - COURIER SERVICE,"Culmer, Karizon Requel and Saunders Jr., Gregory Christopher",Supply N Demand Courier Services,,,
SHIPPING - COURIER SERVICE,"Pitter, Deyon Anteko & Pitter, Moses",ABC Shipping Services,,,
SHIPPING - COURIER SERVICE,Harbor Freight & Logistics Co. Ltd.,,,,
SHIPPING - COURIER SERVICE,"Russell, Romal Geraldo",Fast Forward Import & Logistics,,,
SHIPPING - COURIER SERVICE,"Gelin, Innocent",Sudden Import & Export,,,
SHIPPING - COURIER SERVICE,"Ford, Tamara Delores & Nottage, Hailond Lavonne",,,,
SHIPPING - COURIER SERVICE,Bahiza Services Co. Ltd.,,,,
SHIPPING - COURIER SERVICE,Universal Maintenance Ltd.,,,,
SHIPPING - COURIER SERVICE,"August, John Claud",,,,
SHIPPING - COURIER SERVICE,"Comarcho, Errol",,,,
SHIPPING - COURIER SERVICE,"Saunders, Wendell",,,,
SHIPPING - COURIER SERVICE,Mr. Ship It Ltd.,,,,
SHIPPING - COURIER SERVICE,"Outten, Caleb E.",,,,
SHIPPING - COURIER SERVICE,"Ferguson, Khambrel",,,,
SHIPPING - COURIER SERVICE,"Laing, Darrieo and Bootle, Monique",,,,
SHIPPING - COURIER SERVICE,"Gray, Shantell Nicole",,,,
SHIPPING - COURIER SERVICE,"Adderley Jr., Wallace H. & Laing, Kenya V.",,,,
SHIPPING - COURIER SERVICE,"Lightbourne, Derrick and Lightbourne, Shamika",,,,
SHIPPING - COURIER SERVICE,Payfly (Bahamas) Ltd.,,,,
SHIPPING - COURIER SERVICE,"Sears, W.H. Dion",GUARANTEED TRANSPORT,,,
SHIPPING - COURIER SERVICE,"Seymour, Ceva Mae",Rezions Couriers & Professional Services,,,
SHIPPING - COURIER SERVICE,"Nixon, Lori and Nixon, Kendall P.",,,,
SHIPPING - COURIER SERVICE,Fowlco Ltd.,,,,
SHIPPING - COURIER SERVICE,242 I.T. Ltd.,,,,
SHIPPING - COURIER SERVICE,"Hunt, Ricardo and Hunt, Ann",Blink & Konnect,,,
SHIPPING - COURIER SERVICE,Fedex Bahamas Limited,,,,
SHIPPING - COURIER SERVICE,"Bain, Kent I.",,,,
SHIPPING - COURIER SERVICE,"Deveaux, Steve Gordon",Grab Bags/The Shipping Guy,,,
SHIPPING - COURIER SERVICE,Our Island Maritime Services Ltd.,,,,
SHIPPING - COURIER SERVICE,"Williams, Darren",SpeedX Courier & Freight,,,
SHIPPING - CUSTOM BROKERS,"Williams, Darren",,,,
SHIPPING - CUSTOM BROKERS,Express Agency Company Limited,,,,
SHIPPING - CUSTOM BROKERS,"Knowles, Kimuel & Knowles, Stacey",,,,
SHIPPING - CUSTOM BROKERS,Our Island Maritime Services Ltd.,,,,
SHIPPING - CUSTOM BROKERS,"Deveaux, Steve Gordon",,,,
SHIPPING - CUSTOM BROKERS,5 Star Shipping Company Limited,,,,
SHIPPING - CUSTOM BROKERS,242 I.T. Ltd.,,,,
SHIPPING - CUSTOM BROKERS,Fowlco Ltd.,,,,
SHIPPING - CUSTOM BROKERS,"Pinder, Clifton and Nicole",Skyline Express Sevices,,,
SHIPPING - CUSTOM BROKERS,Anchorage 390 Ltd.,,,,
SHIPPING - CUSTOM BROKERS,Kairos Maritime Services Ltd.,,,,
SHIPPING - CUSTOM BROKERS,Clear Blue Maritime Agency Ltd.,,,,
SHIPPING - CUSTOM BROKERS,Executive Marine Management Limited,,,,
SHIPPING - CUSTOM BROKERS,Elnet Maritime Limited,,,,
SHIPPING - CUSTOM BROKERS,Diversified Services International Limited,,,,
SHIPPING - CUSTOM BROKERS,"Ferguson, Felicia",F & F Enterprises,,,
SHIPPING - CUSTOM BROKERS,Payfly (Bahamas) Ltd.,,,,
SHIPPING - CUSTOM BROKERS,Phoenix Brokerage & Shipping Ltd.,,,,
SHIPPING - CUSTOM BROKERS,Darvikson Limited,Seaport Agencies S.A.,,,
SHIPPING - CUSTOM BROKERS,Freeport Transfer Limited,,,,
SHIPPING - CUSTOM BROKERS,Best Class Shipping & Logistics Limited,,,,
SHIPPING - CUSTOM BROKERS,"Adderley Jr., Wallace H. & Laing, Kenya V.",,,,
SHIPPING - CUSTOM BROKERS,"Stubbs, Stephen Rudolph and Huyler, Gaye",Customs Services 242,,,
SHIPPING - CUSTOM BROKERS,"Ferguson, Khambrel",,,,
SHIPPING - CUSTOM BROKERS,"Collie, Gihon & Collie, Brittany",,,,
SHIPPING - CUSTOM BROKERS,Bahiza Services Co. Ltd.,,,,
SHIPPING - CUSTOM BROKERS,"Ford, Tamara Delores & Nottage, Hailond Lavonne",,,,
SHIPPING - CUSTOM BROKERS,Nasa Maritime Group Limited,,,,
SHIPPING - CUSTOM BROKERS,"Moss, Chaz",,,,
SHIPPING - CUSTOM BROKERS,"Cox-Rolle, Chantel",CC's Professional Services,,,
SHIPPING - CUSTOM BROKERS,"Hanna, Marlo Dominique",B4 Custom Brokers,,,
SHIPPING - CUSTOM BROKERS,General Shipping Trading & Storage Company Limited,,,,
SHIPPING - CUSTOM BROKERS,Wide World Forwarding Limited,,,,
SHIPPING - CUSTOM BROKERS,Expert Customs Broking Limited,,,,
SHIPPING - CUSTOM BROKERS,"Constantakis, Margot & Maury III, Thomas Peter",,,,
SHIPPING - CUSTOM BROKERS,"Bethel, Kevin D. & Bethel, Raquel R.",BETHEL'S CUSTOMS AGENTS AND FREIGHT FORWARDERS,,,
SHIPPING - CUSTOM BROKERS,North Star Shipping Company Limited,,,,
SHIPPING - CUSTOM BROKERS,International Shipping Agency Ltd.,,,,
SHIPPING - CUSTOM BROKERS,Freeport Ship Services Limited,,,,
SHIPPING - CUSTOM BROKERS,Sesache Limited,,,,
SHIPPING - ENTREPOT TRADE,Freeport Ship Services Limited,,,,
SHIPPING - ENTREPOT TRADE,International Distributors of Grand Bahama Limited,,,,
SHIPPING - ENTREPOT TRADE,VTrade Company Limited,,,,
SHIPPING - FERRY SERVICE,"Allan L. Smith Enterprises, Ltd.",Arete Fast Ferry Services,,,
SHIPPING - FERRY SERVICE,"Thurston, Shawn C.",,,,
SHIPPING - FREIGHT FORWARDING,Ivadell's Shipping Company Ltd.,,,,
SHIPPING - FREIGHT FORWARDING,Nasa Maritime Group Limited,,,,
SHIPPING - FREIGHT FORWARDING,"August, John Claud",,,,
SHIPPING - FREIGHT FORWARDING,"Jean-Baptiste, Thomas Randall & Williams, Annie Irene",,,,
SHIPPING - FREIGHT FORWARDING,"Hanna, Marlo Dominique",,,,
SHIPPING - FREIGHT FORWARDING,"Pitter, Deyon Anteko & Pitter, Moses",,,,
SHIPPING - FREIGHT FORWARDING,"Culmer, Karizon Requel and Saunders Jr., Gregory Christopher",,,,
SHIPPING - FREIGHT FORWARDING,"Williams, Richard Alexander",,,,
SHIPPING - FREIGHT FORWARDING,"Smith, D'Sean O. & Burrows, Jensen D.",,,,
SHIPPING - FREIGHT FORWARDING,"Moss, Chaz",L.O.G.I.C. The Fundamentals of Logistics,,,
SHIPPING - FREIGHT FORWARDING,"Russell, Romal Geraldo",,,,
SHIPPING - FREIGHT FORWARDING,Mr. Ship It Ltd.,,,,
SHIPPING - FREIGHT FORWARDING,"Ferguson, Khambrel",,,,
SHIPPING - FREIGHT FORWARDING,"Adderley Jr., Wallace H. & Laing, Kenya V.",,,,
SHIPPING - FREIGHT FORWARDING,Ariben Mercantile (Bahamas) Ltd.,,,,
SHIPPING - FREIGHT FORWARDING,Freeport Transfer Limited,,,,
SHIPPING - FREIGHT FORWARDING,Darvikson Limited,,,,
SHIPPING - FREIGHT FORWARDING,"Black, Frederick N.",Air Land & Sea Cargo Services,,,
SHIPPING - FREIGHT FORWARDING,Windward Ports Ltd,,,,
SHIPPING - FREIGHT FORWARDING,Expert Customs Broking Limited,,,,
SHIPPING - FREIGHT FORWARDING,Wide World Forwarding Limited,,,,
